text,label,category,channel
กู้ง่ายผ่านชัวร์ทุกราย ดอกเบี้ยต่ำมากครับ แค่โอนค่ามัดจำมาก่อน เดี๋ยวเงินเข้าบัญชีเลย รับรองไม่ผิดหวังนะครับ,1,เงินกู้,chat
"พี่คะ เงินกู้อนุมัติแล้วนะคะ 50,000 บาท แต่ระบบติดที่ค่าประกันวงเงิน ต้องโอนมาก่อน 1,500 เดี๋ยวคืนให้พร้อมเงินกู้เลยค่ะ",1,เงินกู้,call
เดือดร้อนเรื่องเงินใช่ไหมคะ เรามีทางออกให้ค่ะ วงเงินสูง อนุมัติไว แค่โอนค่าเปิดบัญชีมาก่อนนิดหน่อยนะคะ,1,เงินกู้,chat
"ยินดีด้วยค่ะ! คุณได้รับรางวัลที่ 1 รถยนต์จากกิจกรรมของเรา เพียงชำระค่าภาษีรางวัล 5,000 บาทก็รับรถได้เลยนะคะ รีบยืนยันสิทธิ์ด่วนจ้า",1,รางวัล,sms
"เลขหมายของคุณได้รับการสุ่มเป็นผู้โชคดีรับเงิน 100,000 บาทครับ กรุณาแจ้งเลขบัญชีและรหัส OTP เพื่อรับเงินรางวัลนะครับ",1,รางวัล,sms
คุณคือผู้โชคดี 1 ใน 10 คนที่ได้รับ iPhone ฟรีค่ะ! แค่กดลิงก์ลงทะเบียนแล้วจ่ายค่าจัดส่ง 299 บาทนะคะ ของมีจำนวนจำกัดจ้า,1,รางวัล,chat
คุณได้รับสิทธิ์รับเครดิตเงินคืนพิเศษค่ะ กดยืนยันรับสิทธิ์ที่ลิงก์นี้พร้อมกรอกข้อมูลบัตรนะคะ หมดเขตเที่ยงคืนนี้เท่านั้นน้า,1,รางวัล,sms
ธนาคารแจ้งเตือน: บัญชีของท่านถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่านลิงก์เพื่อปลดล็อกภายใน 24 ชั่วโมงนะคะ,1,บัญชี/บัตร,sms
บัตรเครดิตคุณมีการใช้จ่ายผิดปกติครับ ถ้าไม่ใช่ท่าน กดยกเลิกรายการผ่านลิงก์นี้แล้วยืนยันรหัส OTP นะครับ,1,บัญชี/บัตร,sms
เรียนลูกค้า บัญชีพบความเคลื่อนไหวน่าสงสัยนะคะ ระบบจะระงับการใช้งาน กรุณายืนยันเลขบัตรและรหัสผ่านด่วนเลยค่ะ,1,บัญชี/บัตร,sms
แอปธนาคารของท่านจะหมดอายุนะคะ กรุณายืนยันรหัส PIN และ OTP ผ่านลิงก์นี้เพื่อต่ออายุการใช้งานค่ะ ไม่งั้นใช้ไม่ได้นะคะ,1,บัญชี/บัตร,sms
"กรมสรรพากรแจ้งคืนภาษีให้ท่าน 4,500 บาทค่ะ กรอกข้อมูลบัญชีผ่านลิงก์เพื่อรับเงินคืนนะคะ ภายในวันนี้เท่านั้นจ้า",1,คืนภาษี,sms
ท่านมีสิทธิ์ได้รับเงินคืนภาษีนะครับ กรุณายืนยันตัวตนและเลขบัญชีธนาคารผ่านระบบออนไลน์ตามลิงก์นี้เลยครับ,1,คืนภาษี,sms
เรียนผู้เสียภาษี ระบบพบว่าท่านยังไม่ได้รับเงินคืนค่ะ กดยืนยันข้อมูลบัตรเพื่อรับโอนเข้าบัญชีทันทีนะคะ,1,คืนภาษี,sms
"รับสมัครงานออนไลน์ค่ะ แค่กดไลก์กดติดตาม วันละ 500-1,000 บาท ทำที่บ้านได้ ไม่ต้องลงทุน สนใจทักมาเลยนะคะ งานง่ายมากจ้า",1,งานออนไลน์,chat
หางานเสริมอยู่ใช่ไหมคะ รีวิวสินค้าง่ายๆ ได้เงินจริง โอนเข้าทุกวันเลยค่ะ เริ่มงานวันนี้รับเงินวันนี้ ทักแชทมาเลยจ้า,1,งานออนไลน์,chat
งานพิมพ์เอกสารที่บ้านนะคะ รายได้ดีมากเลย แต่ต้องวางเงินค้ำประกันงานก่อน 800 บาท เดี๋ยวคืนให้พร้อมค่าจ้างค่ะ,1,งานออนไลน์,chat
น้องคะ งานกดรับออเดอร์ทำเงินดีมากเลยค่ะ รอบแรกได้เงินจริงนะคะ พอรอบใหญ่ต้องเติมเงินเข้าระบบก่อนถึงจะถอนได้จ้า,1,งานออนไลน์,chat
แม่! หนูเปลี่ยนเบอร์ใหม่นะ เซฟไว้ด้วยน้า พอดีโทรศัพท์หาย เดี๋ยวมีเรื่องด่วนจะให้ช่วยโอนเงินหน่อยนะแม่,1,ปลอมเป็นคนรู้จัก,chat
พี่ครับ จำผมได้ไหม เพื่อนเก่าน่ะ พอดีตอนนี้เดือดร้อนหนักมาก ติดอยู่ต่างจังหวัด ขอยืมเงินหน่อยได้ไหมครับ เดี๋ยวคืนแน่นอนน,1,ปลอมเป็นคนรู้จัก,chat
เฮ้ย เพื่อน เราเองนะ พอดีมือถือพังเลยทักจากเบอร์อื่น ช่วยโอนเงินให้หน่อยดิ เดี๋ยวเย็นนี้คืนให้ ติดด่วนจริงๆ ว่ะ,1,ปลอมเป็นคนรู้จัก,chat
สวัสดีค่ะผู้จัดการ ดิฉันเลขาท่าน CEO นะคะ ท่านให้โอนเงินด่วนปิดดีลค่ะ เดี๋ยวส่งเลขบัญชีให้ รีบโอนนะคะ ห้ามบอกใครก่อนน้า,1,ปลอมเป็นคนรู้จัก,chat
แจ้งเตือนจากการไฟฟ้านะคะ ท่านค้างชำระค่าไฟ หากไม่ชำระภายในวันนี้จะถูกตัดไฟค่ะ กดลิงก์ชำระด่วนนะคะ,1,ค่าน้ำ-ค่าไฟ,sms
สวัสดีครับ โทรจากการประปา มีปัญหาเรื่องการชำระเงินของคุณครับ รบกวนยืนยันเลขบัญชีเพื่อตรวจสอบหน่อยนะครับ,1,ค่าน้ำ-ค่าไฟ,call
เรียนผู้ใช้บริการ มิเตอร์ไฟฟ้าของท่านมีความผิดปกติค่ะ กรุณายืนยันข้อมูลผ่านลิงก์ก่อนถูกระงับการจ่ายไฟนะคะ,1,ค่าน้ำ-ค่าไฟ,sms
เรามีโปรพิเศษสำหรับลูกค้าค่ะ กรุณาติดตั้งแอปของเราเพื่อรับสิทธิ์ แล้วเปิดสิทธิ์การเข้าถึงให้ครบนะคะ จะได้เงินคืนทันทีจ้า,1,แอปดูดเงิน,chat
ดาวน์โหลดแอปนี้เพื่ออัปเดตข้อมูลบัญชีนะครับ ระบบธนาคารใหม่ ต้องติดตั้งภายในวันนี้ ไม่งั้นใช้บัญชีไม่ได้นะครับ,1,แอปดูดเงิน,sms
พี่คะ เป็นเจ้าหน้าที่กรมที่ดินนะคะ ขอให้พี่กดติดตั้งแอปตามลิงก์เพื่อยืนยันสิทธิ์ที่ดินค่ะ เดี๋ยวหนูแนะนำขั้นตอนทางสายเลยนะคะ,1,แอปดูดเงิน,call
"พี่คะ พอดีหนูโอนเงินผิดเข้าบัญชีพี่ 5,000 บาทค่ะ รบกวนโอนคืนหน่อยนะคะ หนูเดือดร้อนมากเลย นี่สลิปนะคะ",1,โอนเงินผิด,chat
ขอโทษนะครับ บริษัทเราโอนเงินเข้าบัญชีคุณผิดครับ รบกวนกดลิงก์นี้เพื่อยืนยันแล้วโอนคืนให้หน่อยนะครับ ขอบคุณมากครับ,1,โอนเงินผิด,chat
สวัสดีครับ ขนส่งแฟลชนะครับ มีพัสดุมาส่งหน้าบ้านครับ ไม่ทราบว่าอยู่บ้านไหมครับ หรือจะให้วางไว้หน้าบ้านเลยดีครับ,0,ขนส่งจริง,call
พี่คะ ไรเดอร์ส่งของนะคะ ถึงหน้าปากซอยแล้วค่ะ บ้านเลขที่ตรงไหนเหรอคะ หาไม่เจอเลยอ่ะ,0,ขนส่งจริง,call
สวัสดีครับ เคอรี่ครับ พอดีมีพัสดุของพี่ แต่หาบ้านไม่เจอ รบกวนพี่ออกมารับหน้าซอยได้ไหมครับ,0,ขนส่งจริง,call
ค่ะพี่ ของถึงแล้วนะคะ เซ็นรับตรงนี้เลยค่ะ ขอบคุณที่ใช้บริการนะคะ เดี๋ยวมีอะไรทักมาได้เลยน้า,0,ขนส่งจริง,call
พี่ครับ ของจะเข้าส่งบ่ายโมงถึงสามโมงนะครับ ถ้าไม่สะดวกรับ บอกผมได้เลยครับ เดี๋ยวเลื่อนรอบให้,0,ขนส่งจริง,sms
เฮ้ย เป็นไงบ้างวะ ไม่ได้เจอกันนานเลย ว่างไหมเสาร์นี้ ไปกินข้าวกันป่ะ คิดถึงว่ะ,0,เพื่อนคุย,call
เมื่อไหร่จะว่างอ่ะ นัดเจอกันทีสิ หายไปไหนเนี่ย โทรไปก็ไม่รับ 5555,0,เพื่อนคุย,chat
ไง! ทำไรอยู่อ่ะ เบื่อจังเลย ออกไปเดินเล่นกันไหม อยู่บ้านมันเหงาว่ะ,0,เพื่อนคุย,chat
แกๆ เห็นข่าวเมื่อกี้ยัง อันนั้นน่ะ เดี๋ยวเล่าให้ฟัง โทรมาหน่อยดิ มีเรื่องจะเม้าท์,0,เพื่อนคุย,chat
เพื่อน เสาร์นี้ไปดูหนังกันป่ะ เรื่องที่แกอยากดูอ่ะ จองตั๋วให้เลยไหม บอกมานะ,0,เพื่อนคุย,chat
ลูกกินข้าวยังจ๊ะ แม่ทำกับข้าวเผื่อไว้นะ เดี๋ยวกลับมากินด้วยกันนะลูก,0,ครอบครัว,call
พ่อครับ ผมถึงบ้านแล้วนะ รถไม่ติดเท่าไหร่ พ่อกินยาหรือยังครับ อย่าลืมนะ,0,ครอบครัว,chat
เย็นนี้กลับมากินข้าวบ้านไหมจ๊ะ แม่ซื้อปลาทูมาทอด ของโปรดหนูเลยนะ 555,0,ครอบครัว,chat
น้องเรียนเสร็จกี่โมงอ่ะ เดี๋ยวพี่ไปรับนะ รออยู่หน้าโรงเรียนตรงเดิมเลย อย่าเพิ่งไปไหนน้า,0,ครอบครัว,chat
พรุ่งนี้นัดกี่โมงนะ จำไม่ได้แล้วอ่ะ บ่ายสองใช่ไหม เจอกันที่เดิมเลยเนอะ,0,นัดหมาย,chat
พี่คะ ขอเลื่อนนัดเป็นบ่ายได้ไหมคะ พอดีติดประชุมตอนเช้าค่ะ ขอโทษด้วยนะคะ,0,นัดหมาย,chat
โอเคนะ เจอกันหน้าห้างตอนหกโมงเย็น อย่ามาสายล่ะ เดี๋ยวรอนาน 5555,0,นัดหมาย,chat
คุณคะ ยืนยันนัดวันพฤหัสฯ บ่ายโมงนะคะ ถ้าติดธุระอะไรแจ้งล่วงหน้าได้เลยค่ะ,0,นัดหมาย,chat
สวัสดีค่ะ ร้านขนมนะคะ ออเดอร์ของลูกค้าทำเสร็จแล้วค่ะ จะมารับเองหรือให้จัดส่งดีคะ,0,ร้านค้า/ออเดอร์,chat
พี่คะ ของที่สั่งไว้เข้าแล้วนะคะ สีที่พี่อยากได้มีพอดีเลยค่ะ จะให้ส่งวันไหนดีคะ,0,ร้านค้า/ออเดอร์,chat
ขอบคุณที่สั่งอาหารนะคะ กำลังทอดให้ร้อนๆ เลยค่ะ อีกประมาณ 15 นาทีไรเดอร์ไปรับนะคะ,0,ร้านค้า/ออเดอร์,chat
ลูกค้าขา รบกวนเช็กที่อยู่จัดส่งอีกทีนะคะ ตามนี้ถูกต้องไหมเอ่ย เดี๋ยวแพ็กส่งให้พรุ่งนี้เลยค่า,0,ร้านค้า/ออเดอร์,chat
เรียนลูกค้า ธนาคารขอแจ้งวันหยุดทำการช่วงเทศกาลนะคะ ยังใช้บริการผ่านแอปได้ตามปกติค่ะ ขอบคุณที่ใช้บริการนะคะ,0,ธนาคารบริการจริง,sms
สวัสดีครับ สาขาธนาคารโทรแจ้งว่าสมุดบัญชีที่ท่านขอออกใหม่พร้อมรับแล้วครับ เข้ามารับที่สาขาได้เลยนะครับ,0,ธนาคารบริการจริง,call
เรียนลูกค้า ยอดใช้จ่ายบัตรเครดิตรอบนี้ครบกำหนดชำระวันที่ 25 นะคะ ดูรายละเอียดได้ในแอปของธนาคารค่ะ,0,ธนาคารบริการจริง,sms
สวัสดีค่ะ คลินิกหมอฟันนะคะ โทรมาเตือนนัดพรุ่งนี้ 10 โมงเช้าค่ะ อย่าลืมมาตามนัดนะคะ,0,หมอ/คลินิก,call
เรียนคุณคะ โรงพยาบาลแจ้งว่าผลตรวจออกแล้วค่ะ คุณหมอนัดมาฟังผลวันศุกร์นะคะ สะดวกกี่โมงดีเอ่ย,0,หมอ/คลินิก,call
คนไข้คะ ถึงรอบรับยาแล้วนะคะ แวะมาที่ห้องยาชั้น 1 ได้เลยค่ะ ถ้ามาไม่ได้โทรแจ้งล่วงหน้านะคะ,0,หมอ/คลินิก,sms
พี่ครับ ไฟล์ที่ขอเมื่อวาน ผมส่งเข้าเมลแล้วนะครับ รบกวนพี่เช็กหน่อยครับ มีตรงไหนแก้บอกได้เลย,0,งาน,chat
เฮ้ย ประชุมเลื่อนเป็นบ่ายสามนะ หัวหน้าเพิ่งแจ้งมา ช่วยบอกต่อทีมด้วยนะ ขอบคุณนะเพื่อน,0,งาน,chat
พี่คะ งานชิ้นนี้พี่ว่าต้องแก้ตรงไหนเพิ่มไหมคะ หนูส่งดราฟต์ไปแล้วนะคะ รอฟีดแบ็กพี่อยู่ค่ะ,0,งาน,chat
พรุ่งนี้ใครเข้าออฟฟิศบ้างอ่ะ จะได้นัดกินข้าวเที่ยงด้วยกัน ใครว่างยกมือ 5555,0,งาน,chat
ลูกค้าคะ ของพร้อมส่งแล้วนะคะ เดี๋ยวส่งเลขพัสดุให้ทางแชทนะคะ ขอบคุณที่อุดหนุนค่า,0,แม่ค้าออนไลน์,chat
พี่ลูกค้าขา รสที่พี่ชอบหมดพอดีเลยค่ะ เอารสอื่นแทนได้ไหมคะ หรือจะรอของเข้าวันจันทร์ดีเอ่ย,0,แม่ค้าออนไลน์,chat
ลูกค้าขา ได้รับของเรียบร้อยไหมคะ ถ้าชอบฝากรีวิวให้ร้านหน่อยนะคะ ขอบคุณมากๆ เลยจ้า,0,แม่ค้าออนไลน์,chat
สวัสดีค่ะ สอบถามหน่อยค่ะ ร้านเปิดถึงกี่โมงคะวันนี้ พอดีจะแวะไปซื้อของค่ะ,0,สอบถามทั่วไป,chat
พี่คะ ที่จอดรถมีไหมคะ พอดีจะขับรถไป กลัวไม่มีที่จอดอ่ะค่ะ,0,สอบถามทั่วไป,chat
ขอถามหน่อยนะครับ คอร์สที่เปิดใหม่เริ่มเรียนวันไหนครับ สนใจสมัครอยู่พอดีเลย,0,สอบถามทั่วไป,chat
พี่ครับ ห้องว่างช่วงวันหยุดยาวไหมครับ อยากจองสองคืน มีโปรอะไรแนะนำไหมครับ,0,สอบถามทั่วไป,chat
อรุณสวัสดิ์จ้า วันนี้อากาศดีเนอะ ไปไหนมาไหนระวังตัวด้วยน้า,0,ทักทาย,chat
กินข้าวยังจ๊ะ อย่าลืมดูแลตัวเองนะ ช่วงนี้คนป่วยกันเยอะเลย,0,ทักทาย,chat
สุขสันต์วันเกิดนะเพื่อน ขอให้มีความสุขมากๆ เลยจ้า เดี๋ยวเลี้ยงข้าวนะ 5555,0,ทักทาย,chat
เป็นไงบ้างช่วงนี้ หายเงียบไปเลยน้า ว่างๆ โทรมาคุยกันบ้างนะ คิดถึงอ่ะ,0,ทักทาย,chat
ที่บ้านสบายดีไหมจ๊ะ นานๆ จะได้คุยกันที คิดถึงทุกคนเลยนะ เดี๋ยวสงกรานต์กลับไปหานะ,0,แชทกลุ่ม,chat
ใครไปงานแต่งเสาร์นี้บ้างอ่ะ ไปด้วยกันไหม นัดเจอกันที่ไหนดีเอ่ย ตอบในกลุ่มด้วยน้า,0,แชทกลุ่ม,chat
ทริปเดือนหน้าตกลงไปกี่คนเอ่ย ใครยังไม่โอนค่ามัดจำรีบโอนด้วยน้า เดี๋ยวพี่จองที่พักให้,0,แชทกลุ่ม,chat
