text,label,category,channel
"เงินด่วนทันใจ อนุมัติไวใน 5 นาที โอนค่ามัดจำยืนยันตัวตนก่อนรับเงินกู้นะครับ",1,เงินกู้,sms
"คุณได้รับสิทธิ์กู้เงินวงเงินสูง เพียงโอนค่าเปิดบัญชีและค่าประกันก่อนรับเงินโอนเข้าทันที",1,เงินกู้,chat
"ยินดีด้วยค่ะ คุณได้รับรางวัลใหญ่จากการจับสลาก กรุณาโอนค่าภาษีรางวัล 2000 บาทก่อนรับเงิน",1,รางวัล,sms
"หมายเลขโทรศัพท์ของคุณได้รับเลือกรับ iPhone ฟรี เพียงจ่ายค่าจัดส่ง 350 บาทผ่านลิงก์นี้",1,รางวัล,sms
"คุณคือผู้โชคดีได้รับรถยนต์จากกิจกรรมของห้าง กรุณายืนยันตัวตนและโอนค่าดำเนินการเพื่อรับรางวัล",1,รางวัล,call
"ลงทุนกับกองทุนของเราผลตอบแทน 30 เปอร์เซ็นต์ต่อเดือน การันตีกำไร ยิ่งลงทุนเยอะยิ่งได้เยอะ โอนเลยวันนี้",1,ลงทุน,chat
"เทรดคริปโตกับโค้ชมืออาชีพ การันตีกำไรทุกวัน เปิดพอร์ตขั้นต่ำ 5000 รับรองรวยเร็วแน่นอน",1,ลงทุน,chat
"พี่คะ หนูได้กำไรจากการเทรดทองออนไลน์วันละหลายพัน สนใจให้แอดมินช่วยสอน เปิดบัญชีโอนทุนมาก่อนนะคะ",1,ลงทุน,chat
"กลุ่มวีไอพีหุ้นเด็ด การันตีปันผล รับสมาชิกจำนวนจำกัด โอนค่าสมัครเข้ากลุ่มแล้วรวยพร้อมกัน",1,ลงทุน,chat
"ผมเป็นทหารต่างชาติประจำการต่างประเทศ อยากส่งพัสดุล้ำค่ามาให้คุณ ช่วยจ่ายค่าศุลกากรให้ก่อนได้ไหมที่รัก",1,romance,chat
"ที่รัก ผมติดปัญหาที่สนามบินต้องใช้เงินด่วน ช่วยโอนมาให้หน่อยนะ เดี๋ยวกลับไปหาแล้วคืนให้ทั้งหมด",1,romance,chat
"คุยกันมาหลายเดือนแล้วผมรักคุณมาก อยากมาแต่งงานแต่ติดค่าเดินทาง ช่วยโอนค่าตั๋วเครื่องบินให้ก่อนนะ",1,romance,chat
"การไฟฟ้าแจ้ง ค้างชำระค่าไฟ จะตัดไฟภายใน 2 ชั่วโมง กรุณากดลิงก์ชำระเงินด่วนเพื่อหลีกเลี่ยงการตัดไฟ",1,หน่วยงาน,sms
"กรมสรรพากรแจ้งคืนภาษี 3200 บาท กรุณากรอกข้อมูลบัญชีผ่านลิงก์เพื่อรับเงินคืนภายในวันนี้",1,หน่วยงาน,sms
"สำนักงานประกันสังคมแจ้งสิทธิ์รับเงินเยียวยา กดลิงก์ลงทะเบียนและยืนยันเลขบัตรประชาชนด่วน",1,หน่วยงาน,sms
"การประปาแจ้งบิลค้างชำระ ระบบจะตัดน้ำวันนี้ กรุณาชำระผ่านลิงก์และยืนยันข้อมูลส่วนตัว",1,หน่วยงาน,sms
"บัญชีของคุณจะถูกปิด กรุณาติดตั้งแอปยืนยันตัวตนจากลิงก์นี้และอนุญาตสิทธิ์การเข้าถึงทั้งหมดของเครื่อง",1,ฟิชชิง,sms
"เลขพัสดุ TH889 รอนำส่ง ยืนยันที่อยู่และกรอกข้อมูลบัตรเครดิตผ่านลิงก์นี้ภายในวันนี้",1,ฟิชชิง,sms
"แอปของคุณต้องอัปเดตด่วน คลิกลิงก์เพื่อดาวน์โหลดเวอร์ชันใหม่ ไม่งั้นบัญชีจะถูกล็อกถาวร",1,ฟิชชิง,sms
"รับสมัครงานพิเศษ กดไลก์กดแชร์ได้เงินวันละ 800 บาท ทักแอดมินรับงานเลย มีค่ามัดจำเล็กน้อย",1,งานออนไลน์,chat
"หารายได้เสริมจากการรีวิวสินค้า ลงทุนทำภารกิจก่อนแล้วได้เงินคืนพร้อมกำไร โอนทุนเริ่มต้น 1000 บาท",1,งานออนไลน์,chat
"งานออนไลน์ทำที่บ้าน รายได้ดี เพียงโอนค่าสมัครและค่าอุปกรณ์ก่อนเริ่มงาน รับรองได้เงินจริง",1,งานออนไลน์,chat
"ทีมงานแอดมินแจ้ง ภารกิจถัดไปต้องเติมเงินเข้าระบบก่อนถึงจะถอนกำไรสะสมออกมาได้นะคะ",1,งานออนไลน์,chat
"คุณมีพัสดุเก็บเงินปลายทางที่สั่งไว้ หากไม่ชำระภายในวันนี้จะถูกดำเนินคดี กดลิงก์เพื่อจ่ายทันที",1,พัสดุ,sms
"เจ้าหน้าที่ศาลแจ้ง คุณมีหมายศาลค้างอยู่ ต้องชำระค่าปรับผ่านบัญชีนี้ทันทีไม่งั้นถูกอายัดทรัพย์",1,ตำรวจ,call
"ตรวจพบว่าคุณใช้ไฟฟ้าผิดปกติ เจ้าหน้าที่จะเข้าตรวจ หากไม่สะดวกให้โอนค่าปรับมาก่อนเพื่อปิดเคส",1,หน่วยงาน,call
"ลูกค้าคนพิเศษ รับเครดิตฟรี 500 บาทเล่นเกมออนไลน์ เพียงเติมเงินขั้นต่ำและส่งสลิปยืนยันตัวตน",1,งานออนไลน์,chat
"บัญชีโซเชียลของคุณถูกรายงานละเมิดลิขสิทธิ์ กดลิงก์เพื่ออุทธรณ์และกรอกรหัสผ่านเพื่อยืนยันความเป็นเจ้าของ",1,ฟิชชิง,sms
"แม่ฝากซื้อหมูสามชั้นกับไข่ไก่หน่อยนะ เดี๋ยวเย็นนี้ทำกับข้าว",0,ครอบครัว,chat
"ลูกถึงบ้านหรือยัง ฝนตกขับรถดี ๆ นะ",0,ครอบครัว,chat
"พ่อ พรุ่งนี้ไปส่งที่โรงเรียนตอนเจ็ดโมงได้ไหม",0,ครอบครัว,chat
"ป้าโทรมาบอกว่าวันอาทิตย์มีงานบุญที่วัด ไปด้วยกันไหม",0,ครอบครัว,call
"พี่ว่าเสาร์นี้กลับบ้านไหม แม่ทำแกงเขียวหวานรอ",0,ครอบครัว,chat
"น้องสอบเสร็จยัง เดี๋ยวพี่ไปรับนะ รอหน้าโรงเรียน",0,ครอบครัว,chat
"เย็นนี้ว่างไหม ไปกินหมูกระทะกัน นัดหกโมงนะ",0,เพื่อน,chat
"ขอยืมโน้ตวิชาเลขหน่อยได้ไหม พรุ่งนี้สอบแล้ว",0,เพื่อน,chat
"ดูหนังเรื่องใหม่กันไหมวันเสาร์ เดี๋ยวจองตั๋วให้",0,เพื่อน,chat
"เกมเมื่อคืนมันมาก เย็นนี้เล่นต่อไหม",0,เพื่อน,chat
"ส่งการบ้านครูยัง เหลืออีกสองข้อช่วยกันทำไหม",0,เพื่อน,chat
"ขอบใจมากนะที่ช่วยติวให้เมื่อวาน สอบผ่านแล้ว",0,เพื่อน,chat
"ขอบคุณที่อุดหนุนค่ะ คำสั่งซื้อของคุณจัดส่งแล้ว ขอให้มีความสุขกับสินค้านะคะ",0,ร้านค้า,chat
"ร้านเปิดถึงสามทุ่มค่ะ มีโต๊ะว่างช่วงเย็นพอดี สะดวกจองไหมคะ",0,ร้านค้า,chat
"สินค้าที่สอบถามมีสีดำและสีขาวค่ะ ราคา 390 บาท สนใจรุ่นไหนแจ้งได้เลยนะคะ",0,ร้านค้า,chat
"ขอโทษค่ะของหมดสต๊อกพอดี จะเข้าใหม่สัปดาห์หน้า ฝากติดตามเพจนะคะ",0,ร้านค้า,chat
"บัญชีออมทรัพย์มีรายการเงินเข้า 2500 บาท เมื่อ 10/06/69 เวลา 14:32 น คงเหลือ 18230 บาท",0,ธนาคาร,sms
"ยอดใช้จ่ายบัตรเครดิตรอบนี้ 3450 บาท กำหนดชำระ 25 มิถุนายน ดูรายละเอียดในแอปธนาคาร",0,ธนาคาร,sms
"ขอบคุณที่ชำระค่างวดตรงเวลา ยอดคงเหลือของท่านอัปเดตแล้วในแอป",0,ธนาคาร,sms
"พัสดุของคุณจัดส่งถึงแล้ววันนี้ หากไม่ได้รับโปรดติดต่อสาขาใกล้บ้านได้เลยค่ะ",0,ขนส่ง,sms
"ไรเดอร์กำลังนำอาหารไปส่ง อีกประมาณ 10 นาทีถึงค่ะ",0,ขนส่ง,sms
"พัสดุของท่านอยู่ระหว่างขนส่ง คาดว่าจะถึงภายในวันพรุ่งนี้ ขอบคุณที่ใช้บริการ",0,ขนส่ง,sms
"ประชุมทีมเลื่อนเป็นบ่ายสองนะครับ ห้องเดิมชั้นสาม",0,งาน,chat
"ส่งรายงานภายในศุกร์นี้นะคะ อย่าลืมแนบไฟล์ตารางด้วย",0,งาน,chat
"พรุ่งนี้ลูกค้าเข้ามาดูงานตอนสิบโมง ช่วยเตรียมสไลด์ให้หน่อยนะ",0,งาน,chat
"ครูแจ้งว่าพรุ่งนี้มีกิจกรรมหน้าเสาธง ให้มาถึงก่อนแปดโมง",0,เรียน,chat
"วันนี้เรียนออนไลน์นะคะ ลิงก์ห้องเรียนอยู่ในกลุ่มไลน์ของชั้น",0,เรียน,chat
"อย่าลืมเตรียมอุปกรณ์วิชาวิทยาศาสตร์มาด้วยนะ คาบบ่ายมีแล็บ",0,เรียน,chat
"คลินิกแจ้งเตือนนัดตรวจสุขภาพวันพุธ 9 โมงเช้า กรุณามาก่อนเวลา 15 นาที",0,สุขภาพ,sms
"ผลตรวจออกแล้วปกติดีค่ะ พบหมอตามนัดครั้งหน้าได้เลยนะคะ",0,สุขภาพ,call
"ถึงเวลาทานยาแล้วนะ อย่าลืมทานหลังอาหารด้วย",0,สุขภาพ,chat
"พี่คะ ส่งโลเคชันร้านมาให้หน่อย เดี๋ยวขับรถตามไป",0,เพื่อน,chat
"วันนี้รถติดมาก น่าจะถึงช้าสักสิบนาที รอด้วยนะ",0,เพื่อน,chat
"ฝากบอกคุณครูด้วยว่าวันนี้หนูไม่สบายลาหยุดนะคะ",0,เรียน,chat
"ขอบคุณสำหรับของขวัญวันเกิดนะ ชอบมากเลย",0,เพื่อน,chat
"เดี๋ยวแวะซื้อกาแฟให้ เอาแก้วเดิมไหม",0,เพื่อน,chat
"พ่อกลับดึกหน่อยนะคืนนี้ ทานข้าวก่อนได้เลย",0,ครอบครัว,chat
"รับทราบค่ะ เดี๋ยวจัดส่งเอกสารให้ภายในวันนี้",0,งาน,chat
"ขอบคุณที่แจ้งนะคะ เดี๋ยวอัปเดตข้อมูลให้เรียบร้อย",0,งาน,chat
"อากาศร้อนมากเลยวันนี้ ดื่มน้ำเยอะ ๆ นะ",0,ครอบครัว,chat
"ตารางรถไฟเที่ยวเช้าออกเจ็ดโมงครึ่งนะ อย่าไปสาย",0,ครอบครัว,chat
"งานเลี้ยงรุ่นปีนี้จัดที่ร้านเดิม ใครจะไปแจ้งในกลุ่มด้วย",0,เพื่อน,chat
"สวัสดีค่ะ รบกวนยืนยันการนัดหมายช่างเข้าซ่อมแอร์บ่ายนี้นะคะ",0,บริการ,call
"ขอบคุณที่ใช้บริการค่ะ รบกวนให้คะแนนความพึงพอใจในแอปได้เลยนะคะ",0,บริการ,sms
